author,comments,device_type,device_url,device_vendor,last_updated,name,os_class,os_name,os_url,os_vendor,tests
xnih13@gmail.com,,Printer,http://www.brother.com,"Brother Industries, Ltd.",2018-12-22,Brother Printer,,,,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""1.51"", ""browserversion"": ""11.3""}]"
xnih13@gmail.com,,Printer,http://www.hp.com,Hewlett-Packard,2009-03-02,Hewlett-Packard Printer,,,,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.22"", ""browserversion"": ""0.4""}]"
xnih13@gmail.com,,Printer,http://www.linksys.com,Linksys,2009-03-02,Linksys Printer,,,,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""1.0"", ""browserversion"": ""0.0""}]"
xnih13@gmail.com,,,,,2008-05-21,NetWare,NetWare,NetWare,http://www.novell.com,Novell,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.0"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,Printer,http://www.ricoh.com,"Ricoh Co., Ltd.",2009-03-02,Ricoh Printer,,,,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""1.0"", ""browserversion"": ""0.0""}]"
xnih13@gmail.com,,,,,2009-03-02,Samba 2.0 Client,,,http://www.samba.org,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.2"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2008-05-21,Samba 2.2.0 - 2.2.6 Client,,,http://www.samba.org,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.5"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2009-03-03,Samba 2.2.7 - 3.0.x Client,,,http://www.samba.org,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.9"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2018-12-22,Windows 10,Windows,Windows 10,http://www.microsoft.com,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""10.0"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2008-05-21,Windows 2000,Windows,Windows 2000,http://www.microsoft.com,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""5.0"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2010-01-06,Windows 7,Windows,Windows 7,http://www.microsoft.com/windows/windows-7/default.aspx,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""6.1"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2018-12-22,Windows 8,Windows,Windows 8,http://www.microsoft.com/,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""6.2"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2018-12-22,Windows 8.1,Windows,Windows 8,http://www.microsoft.com,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""6.3"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2018-12-22,Windows 95,Windows,Windows 95,http://www.microsoft.com,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.0"", ""browserversion"": ""15.1""}, {""weight"": ""5"", ""matchtype"": ""exact"", ""osversion"": ""4.0"", ""browserversion"": ""21.4""}]"
xnih13@gmail.com,,,,,2008-05-21,Windows NT 4,Windows,Windows NT 4,http://www.microsoft.com,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.0"", ""browserversion"": ""15.1""}, {""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""4.0"", ""browserversion"": ""21.4""}]"
xnih13@gmail.com,,,,,2008-05-21,Windows Server 2003,Windows,Windows Server 2003,http://www.microsoft.com/windowsserver2003,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""5.2"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2009-03-02,Windows Server 2008,Windows,Windows Server 2008,http://www.microsoft.com/windowsserver2008,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""6.0"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2018-12-22,Windows Server 2008 R2,Windows,Windows Server 2008 R2,http://www.microsoft.com/windows,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""6.1"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2018-12-22,Windows Server 2012,Windows,Windows Server 2012,http://www.microsoft.com,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""6.2"", ""browserversion"": ""15.1""}, {""weight"": ""5"", ""matchtype"": ""exact"", ""osversion"": ""6.3"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2008-05-21,Windows Vista,Windows,Windows Vista,http://www.microsoft.com/windows/windows-vista,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""6.0"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,,,,2008-05-21,Windows XP,Windows,Windows XP,http://www.microsoft.com/windows/windows-xp,Microsoft Corp.,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""5.1"", ""browserversion"": ""15.1""}]"
xnih13@gmail.com,,Printer,http://www.xerox.com,Xerox Corp.,2009-03-02,Xerox Printer,,,,,"[{""weight"": ""10"", ""matchtype"": ""exact"", ""osversion"": ""2.2"", ""browserversion"": ""15.1""}]"
